Pathways	Object ID	Sub-Pathways
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I (from Ins(1,4,5)P3)	PWY-6361	
phosphatidate biosynthesis (yeast)	PWY-7411	
gibberellin biosynthesis III (early C-13 hydroxylation)	PWY-5035	
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate biosynthesis (6-desaturase)	PWY-7726	
plasmalogen biosynthesis	PWY-7782	
toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol)	PWY-5180	"2-hydroxypenta-2,4-dienoate degradation"" // ""toluene degradation to 2-hydroxypentadienoate I (<I>via</I> <i>o</I>-cresol)"
L-asparagine biosynthesis I	ASPARAGINE-BIOSYNTHESIS	
1,5-anhydrofructose degradation	PWY-6992	
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)	PWY-6554	
glyphosate degradation I	PWY-7804	
archaetidylserine and archaetidylethanolamine biosynthesis	PWY-6141	CDP-archaeol biosynthesis
superpathway of L-asparagine biosynthesis	PWY0-1325	"L-asparagine biosynthesis II"" // ""L-asparagine biosynthesis I"
arachidonate biosynthesis III (6-desaturase, mammals)	PWY-7592	&gamma;-linolenate biosynthesis II (animals)
3-phosphoinositide biosynthesis	PWY-6352	
superpathway of chorismate metabolism	ALL-CHORISMATE-PWY	"superpathway of tetrahydrofolate biosynthesis"" // ""2-carboxy-1,4-naphthoquinol biosynthesis"" // ""demethylmenaquinol-8 biosynthesis I"" // ""menaquinol-8 biosynthesis"" // ""enterobactin biosynthesis"" // ""superpathway of ubiquinol-8 biosynthesis (prokaryotic)"" // ""superpathway of aromatic amino acid biosynthesis"
thiosulfate disproportionation II (cytochrome)	PWY-5352	
methylamine degradation II	PWY-6965	
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	PWY-4661	
phosphatidate metabolism, as a signaling molecule	PWY-7039	
gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	PWY-5070	
arachidonate biosynthesis II (bacteria)	PWY-7583	
phospholipid desaturation	PWY-762	
superpathway of aerobic toluene degradation	PWY-5183	"4-methylphenol degradation to protocatechuate"" // ""toluene degradation II (aerobic) (via 4-methylcatechol)"" // ""toluene degradation III (aerobic) (via <i>p</i>-cresol)"" // ""toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol)"" // ""toluene degradation IV (aerobic) (via catechol)"" // ""toluene degradation V (aerobic) (<I>via</I> toluene-<I>cis</I>-diol)"
chitin degradation to ethanol	PWY-7118	
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis IV (<i>Dictyostelium</i>)	PWY-6372	
superpathway of phospholipid biosynthesis II (plants)	PHOSLIPSYN2-PWY	"phosphatidylglycerol biosynthesis II (non-plastidic)"" // ""phosphatidylglycerol biosynthesis I (plastidic)"" // ""phosphatidylethanolamine biosynthesis II"" // ""phosphatidylserine and phosphatidylethanolamine biosynthesis I"" // ""phosphatidylcholine biosynthesis I"" // ""phosphatidylcholine biosynthesis II"" // ""phosphatidylcholine biosynthesis III"" // ""phosphatidylcholine biosynthesis IV"" // ""CDP-diacylglycerol biosynthesis I"" // ""CDP-diacylglycerol biosynthesis II"
arachidonate biosynthesis V (8-detaturase, mammals)	PWY-7725	
cardiolipin and phosphatidylethanolamine biosynthesis (<i>Xanthomonas</i>)	PWY-7509	phosphatidylserine and phosphatidylethanolamine biosynthesis I
superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	PWY-7328	"UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)"" // ""UDP-&alpha;-D-galactose biosynthesis"" // ""UDP-&alpha;-D-glucose biosynthesis I"" // ""UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)"
Rubisco shunt	PWY-5723	
1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)	PWY-6362	
cardiolipin biosynthesis I	PWY-5668	
arachidonate biosynthesis I (6-desaturase, lower eukaryotes)	PWY-5353	
cardiolipin biosynthesis II	PWY-5269	
superpathway of sulfide oxidation (<i>Acidithiobacillus ferrooxidans</i>)	PWY-5294	"sulfide oxidation III (to sulfite)"" // ""sulfite oxidation I"" // ""sulfur oxidation I (aerobic)"" // ""sulfur oxidation II (Fe<sup>+3</sup>-dependent)"" // ""sulfide oxidation I (to sulfur globules)"
thiosulfate disproportionation III (quinone)	PWY-7813	
superpathway of 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis (plants)	PWY-6555	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I (from Ins(1,4,5)P3)"" // ""1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"
&alpha;-linolenate biosynthesis II (cyanobacteria)	PWY-7598	
chondroitin sulfate biosynthesis	PWY-6569	"chondroitin sulfate biosynthesis (late stages)"" // ""chondroitin biosynthesis"" // ""glycosaminoglycan-protein linkage region biosynthesis"
cardiolipin biosynthesis III	PWY0-1545	
thiazole biosynthesis III	PWY-6909	
arachidonate biosynthesis IV (8-detaturase, lower eukaryotes)	PWY-7601	
phenylpropanoid biosynthesis, initial reactions	PWY1F-467	
superpathway of jasmonoyl-amino acid conjugates biosynthesis	PWY-6234	"jasmonoyl-amino acid conjugates biosynthesis II"" // ""jasmonoyl-amino acid conjugates biosynthesis I"
&alpha;-linolenate biosynthesis I (plants and red algae)	PWY-5997	
free phenylpropanoid acid biosynthesis	PWY-2181	
the visual cycle (insects)	PWY-7042	
superpathway of rosmarinic acid biosynthesis	PWY-5071	"rosmarinic acid biosynthesis II"" // ""rosmarinic acid biosynthesis I"
L-tryptophan degradation XII (Geobacillus)	PWY-6505	"2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate"" // ""anthranilate degradation IV (aerobic)"" // ""L-tryptophan degradation I (via anthranilate)"" // ""2-hydroxypenta-2,4-dienoate degradation"
heparan sulfate biosynthesis	PWY-6564	"heparan sulfate biosynthesis (late stages)"" // ""glycosaminoglycan-protein linkage region biosynthesis"
<i>t</i>-anethole biosynthesis	PWY-5867	
lathyrine biosynthesis	PWY-1	
thiazole biosynthesis I (facultative anaerobic bacteria)	PWY-6892	
chlorogenic acid biosynthesis II	PWY-6040	
superpathway of taurine degradation	PWY-1541	"sulfoacetaldehyde degradation I"" // ""taurine degradation III"" // ""taurine degradation IV"" // ""taurine degradation II"" // ""taurine degradation I"
2-oxoisovalerate decarboxylation to isobutanoyl-CoA	PWY-5046	
hydroxycinnamate sugar acid ester biosynthesis	PWY-7461	
the visual cycle II (molluscs)	PWY-7041	
volatile cinnamoic ester biosynthesis	PWY-4201	
superpathway of C28 brassinosteroid biosynthesis	PWY-6544	"brassinosteroid biosynthesis II"" // ""brassinosteroid biosynthesis I"
2-oxoglutarate decarboxylation to succinyl-CoA	PWY-5084	
dermatan sulfate biosynthesis (late stages)	PWY-6568	
eugenol and isoeugenol biosynthesis	PWY-5859	
canavanine biosynthesis	PWY-5	
sakuranetin biosynthesis	PWY-5116	
thiazole biosynthesis II (aerobic bacteria)	PWY-6891	
chlorogenic acid biosynthesis I	PWY-6039	
L-tryptophan degradation III (eukaryotic)	TRYPTOPHAN-DEGRADATION-1	"glutaryl-CoA degradation"" // ""L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde"" // ""2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA"
hesperitin glycoside biosynthesis	PWY-5105	
2-<i>O</i>-acetyl-3-<i>O</i>-<i>trans</i>-coutarate biosynthesis	PWY-7460	
naringenin <i>C</i>-glucosylation	PWY-6602	
the visual cycle I (vertebrates)	PWY-6861	
sinapate ester biosynthesis	PWY-3301	
toluene degradation V (aerobic) (<I>via</I> toluene-<I>cis</I>-diol)	PWY-5179	"2-hydroxypenta-2,4-dienoate degradation"" // ""toluene degradation to 2-hydroxypentadienoate (<I>via</I> toluene-<I>cis</I>-diol)"
aerobic respiration I (cytochrome c)	PWY-3781	
naringenin glycoside biosynthesis	PWY-5094	
heparan sulfate biosynthesis (late stages)	PWY-6558	
ferulate and sinapate biosynthesis	PWY-5168	
mimosine biosynthesis	PWY-4985	
ponciretin biosynthesis	PWY-5118	
cinnamate esters biosynthesis	PWY-5968	
superpathway of sulfide oxidation (phototrophic sulfur bacteria)	PWY-6676	"sulfite oxidation V (SoeABC)"" // ""sulfite oxidation III"" // ""sulfur oxidation IV (intracellular sulfur)"" // ""sulfide oxidation I (to sulfur globules)"
NADH to cytochrome <i>bd</i> oxidase electron transfer II	PWY0-1568	
vitexin and derivatives biosynthesis	PWY-6015	
polymethylated quercetin biosynthesis	PWY-7161	
11-<i>cis</i>-3-hydroxyretinal biosynthesis	PWY-7043	
toluene degradation II (aerobic) (via 4-methylcatechol)	PWY-5182	"2-hydroxypenta-2,4-dienoate degradation"" // ""toluene degradation to 2-hydroxypentadienoate (<I>via 4-methylcatechol</i>)"
thiosulfate oxidation II (via tetrathionate)	PWY-5303	
baicalein metabolism	PWY-7212	
chondroitin sulfate biosynthesis (late stages)	PWY-6567	
sulfide oxidation I (to sulfur globules)	P222-PWY	
trigonelline biosynthesis	PWY-5110	
salvigenin biosynthesis	PWY-7325	
L-aspartate degradation I	ASPARTATE-DEG1-PWY	
sulfite oxidation I	PWY-5276	
superpathway of sulfide oxidation (<i>Starkeya novella</i>)	PWY-5335	"sulfite oxidation I"" // ""sulfide oxidation III (to sulfite)"
pyruvate to cytochrome <i>bo</i> oxidase electron transfer	PWY-7544	
luteolin biosynthesis	PWY-5060	
sulfur oxidation I (aerobic)	SULFUROX-PWY	
apigenin glycosides biosynthesis	PWY-6010	
mannosylglycerate biosynthesis II	PWY-5658	
sulfur oxidation II (Fe<sup>+3</sup>-dependent)	FESULFOX-PWY	
superpathway of formononetin derivative biosynthesis	PWY-5717	"formononetin conjugates interconversion"" // ""(-)-maackiain biosynthesis"" // ""(-)-medicarpin biosynthesis"
NADH to cytochrome <i>bd</i> oxidase electron transfer I	PWY0-1334	
luteolin glycosides biosynthesis	PWY-6239	
dermatan sulfate biosynthesis	PWY-6571	"dermatan sulfate biosynthesis (late stages)"" // ""chondroitin biosynthesis"" // ""glycosaminoglycan-protein linkage region biosynthesis"
galena oxidation	P301-PWY	
&beta;-pyrazole-1-ylalanine biosynthesis	PWY-4961	
pinocembrin <i>C</i>-glucosylation	PWY-7189	
tetrapyrrole biosynthesis II (from glycine)	PWY-5189	
superpathway of sulfur metabolism (<i>Desulfocapsa sulfoexigens</i>)	PWY-5308	"sulfite oxidation I"" // ""sulfite oxidation III"" // ""thiosulfate disproportionation I (thiol-dependent)"" // ""sulfur disproportionation I (anaerobic)"
superpathway of tetrathionate reduction (<i>Salmonella typhimurium</i>)	PWY-5360	"thiosulfate disproportionation III (quinone)"" // ""tetrathionate reduction I (to thiosulfate)"
proline to cytochrome <i>bo</i> oxidase electron transfer	PWY0-1544	
nevadensin biosynthesis	PWY-7298	
sulfite oxidation V (SoeABC)	PWY-7457	
maysin biosynthesis	PWY-5793	
mannosylglycerate biosynthesis I	PWY-5656	
nitrite oxidation	P282-PWY	
superpathway of vanillin and vanillate degradation	PWY-6338	"vanillin and vanillate degradation I"" // ""protocatechuate degradation I (<I>meta</I>-cleavage pathway)"
NADH to cytochrome <i>bo</i> oxidase electron transfer II	PWY0-1567	
isovitexin glycosides biosynthesis	PWY-6024	
sulfide oxidation III (to sulfite)	PWY-5285	
willardiine and isowillardiine biosynthesis	PWY-5021	
eriodictyol <I>C</i>-glucosylation	PWY-7188	
tetrapyrrole biosynthesis I (from glutamate)	PWY-5188	
thiamine salvage II	PWY-6897	hydroxymethylpyrimidine salvage
arsenite oxidation I (respiratory)	PWY-4521	
wogonin metabolism	PWY-7213	
3-methylquinoline degradation	PWY-721	
polyethylene terephthalate degradation	PWY-7794	
luteolin triglucuronide biosynthesis	PWY-7444	
heme <i>d</i><sub>1</sub> biosynthesis	PWY-7554	
parathion degradation	PARATHION-DEGRADATION-PWY	
melatonin degradation II	PWY-6399	
geranylgeranyl diphosphate biosynthesis	PWY-5120	
guaiacylglycerol-&beta;-guaiacyl ether degradation	PWY-6341	
superpathway of hyoscyamine and scopolamine biosynthesis	PWY-7341	"hyoscyamine and scopolamine biosynthesis"" // ""N-methyl-&Delta;<sup>1</sup>-pyrrolinium cation biosynthesis"
arsenite oxidation II (respiratory)	PWY-7429	
acacetin biosynthesis	PWY-5119	
5,5'-dehydrodivanillate degradation	PWY-6340	
muropeptide degradation	PWY0-1546	
rhodoquinone-10 biosynthesis	PWY-5888	
daidzin and daidzein degradation	PWY-6996	
2,3-dihydroxybenzoate degradation	PWY-7480	
L-tryptophan degradation XIII (Stickland reaction)	PWY-8017	L-tryptophan degradation IV (via indole-3-lactate)
succinate to cytochrome <i>bo</i> oxidase electron transfer	PWY0-1329	
luteolin triglucuronide degradation	PWY-7445	
ethylbenzene degradation (anaerobic)	PWY-481	
rhodoquinone-9 biosynthesis	PWY-5889	
glyoxylate assimilation	PWY-5744	
rutin degradation	PWY-6848	
heme <i>a</i> biosynthesis	PWY-7856	
carbazole degradation	PWY-6550	
melatonin degradation I	PWY-6398	
GDP-D-perosamine biosynthesis	PWY-5739	
L-aspartate biosynthesis	ASPARTATESYN-PWY	
superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	PWY0-845	"pyridoxal 5'-phosphate biosynthesis I"" // ""pyridoxal 5'-phosphate salvage I"
succinate to cytochrome <i>bd</i> oxidase electron transfer	PWY0-1353	
rutin degradation (plants)	PWY-7134	
diphenyl ethers degradation	PWY-7747	
mercaptosuccinate degradation	PWY-7582	
quercetin glucoside degradation (<i>Allium</i>)	PWY-7133	
4-hydroxymandelate degradation	4-HYDROXYMANDELATE-DEGRADATION-PWY	
hispidol and hispidol 4'-<i>O</i>-&beta;-<i>D</i>-glucoside biosynthesis	PWY-6401	
superpathway of linamarin and lotaustralin biosynthesis	PWY-5991	"lotaustralin biosynthesis"" // ""linamarin biosynthesis"
D-lactate to cytochrome <i>bo</i> oxidase electron transfer	PWY0-1565	
<I>p</I>-cymene degradation	PWY-5266	"2-hydroxypenta-2,4-dienoate degradation"" // ""<I>p</I>-cumate degradation to 2-hydroxypentadienoate"" // ""<I>p</I>-cymene degradation to <I>p</I>-cumate"
acetoacetate degradation (to acetyl CoA)	ACETOACETATE-DEG-PWY	
superpathway of heme <i>b</i> biosynthesis from glutamate	PWY-5918	"heme <i>b</i> biosynthesis I (aerobic)"" // ""tetrapyrrole biosynthesis I (from glutamate)"
styrene degradation	PWY-6941	
superpathway of melatonin degradation	PWY-6402	"melatonin degradation III"" // ""melatonin degradation II"" // ""melatonin degradation I"
aurone biosynthesis	PWY-1901	
GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis	PWY-6478	
superpathway of ubiquinol-6 biosynthesis (eukaryotic)	PWY-7235	"ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)"" // ""ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)"
aerobic respiration III (alternative oxidase pathway)	PWY-4302	
ellagic acid degradation to urolithins	PWY-7951	
bupropion degradation	PWY66-241	
<I>m</I>-cresol degradation	M-CRESOL-DEGRADATION-PWY	
sucrose biosynthesis I (from photosynthesis)	SUCSYN-PWY	UDP-&alpha;-D-glucose biosynthesis I
thiosulfate oxidation I (to tetrathionate)	THIOSULFOX-PWY	
kaempferol gentiobioside biosynthesis	PWY-7143	
methyl parathion degradation	PWY-5489	
octane oxidation	P221-PWY	
tricin biosynthesis	PWY-7995	
heme <i>b</i> biosynthesis IV (Gram-positive bacteria)	PWY-7766	
4-hydroxyacetophenone degradation	PWY-7002	
melatonin degradation III	PWY-6400	
GDP-mycosamine biosynthesis	PWY-7573	
agarose degradation	PWY-6816	
superpathway of hexuronide and hexuronate degradation	GALACT-GLUCUROCAT-PWY	"D-galacturonate degradation I"" // ""superpathway of &beta;-D-glucuronosides degradation"
aerobic respiration II (cytochrome c) (yeast)	PWY-7279	
kaempferol glycoside biosynthesis (Arabidopsis)	PWY-5320	
3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	PWY0-1277	"2-hydroxypenta-2,4-dienoate degradation"" // ""3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate"
rhamnogalacturonan type I degradation II (bacteria)	PWY-6771	
kanosamine biosynthesis II	PWY8J2-22	
&beta;-(1,4)-mannan degradation	PWY-7456	
arsonoacetate degradation	P482-PWY	
selenate reduction	PWY-6932	
polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium)	PWY-7151	
resorcinol degradation	P343-PWY	
porphyran degradation	PWY-6815	
superpathway of tetrahydroxyxanthone biosynthesis	PWY-13	"tetrahydroxyxanthone biosynthesis (from benzoate)"" // ""tetrahydroxyxanthone biosynthesis (from 3-hydroxybenzoate)"
hydrogen sulfide biosynthesis I	PWY0-1534	
pyruvate to cytochrome <i>bd</i> oxidase electron transfer	PWY-7545	
chrysin biosynthesis	PWY-5363	
methylsalicylate degradation	PWY-6184	
alginate degradation	PWY-6986	
nitroethane degradation	PWY-5355	
seleno-amino acid detoxification and volatilization III	PWY-6933	
polymethylated kaempferol biosynthesis	PWY-7163	
heme <i>b</i> biosynthesis II (oxygen-independent)	HEMESYN2-PWY	
2,2'-dihydroxybiphenyl degradation	PWY-7009	
limonene degradation II (L-limonene)	PWY-5924	
noradrenaline and adrenaline degradation	PWY-6342	
cyclobis-(1&rarr;6)-&alpha;-nigerosyl degradation	PWY-7828	
superpathway of flavones and derivatives biosynthesis	PWY-6266	"rutin biosynthesis"" // ""quercetin glycoside biosynthesis (Arabidopsis)"" // ""methylquercetin biosynthesis"" // ""quercetin sulfate biosynthesis"" // ""kaempferol glycoside biosynthesis (Arabidopsis)"" // ""kaempferol triglucoside biosynthesis"" // ""syringetin biosynthesis"" // ""flavonol biosynthesis"
GDP-L-galactose biosynthesis	PWY-5115	
NADH to cytochrome <i>bo</i> oxidase electron transfer I	PWY0-1335	
2,3-<i>cis</i>-flavanols biosynthesis	PWY-6035	
4-aminophenol degradation	PWY-7081	
kanosamine biosynthesis I	PWY-5978	
gellan degradation	PWY-6827	
alkylnitronates degradation	PWY-723	
seleno-amino acid detoxification and volatilization I	PWY-6931	
flavonol acylglucoside biosynthesis II - isorhamnetin derivatives	PWY-7171	
dibenzofuran degradation	P662-PWY	
serotonin degradation	PWY-6313	
ulvan degradation	PWY-7647	
superpathway of L-tyrosine biosynthesis	PWY-6630	"L-tyrosine biosynthesis I"" // ""chorismate biosynthesis I"
hydrogen sulfide biosynthesis II (mammalian)	PWY66-426	
glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer	PWY0-1561	
tricetin methylation	PWY-6631	
syringate degradation	PWY-6339	gallate degradation I
&kappa;-carrageenan degradation	PWY-6821	
vitamin K degradation	PWY-8000	
seleno-amino acid detoxification and volatilization II	PWY-6935	
kaempferol diglycoside biosynthesis (pollen-specific)	PWY-7191	
heme <i>b</i> biosynthesis III (from siroheme)	PWY-7552	
indole degradation to anthranil and anthranilate	PWY-7430	
limonene degradation I (D-limonene)	PWY-5923	
thyronamine and iodothyronamine metabolism	PWY-6688	
&lambda;-carrageenan degradation	PWY-6817	
superpathway of L-threonine biosynthesis	THRESYN-PWY	"L-aspartate biosynthesis"" // ""L-threonine biosynthesis"" // ""L-homoserine biosynthesis"
GDP-6-deoxy-D-talose biosynthesis	PWY-5738	
myricetin gentiobioside biosynthesis	PWY-7140	
superpathway of aromatic compound degradation via 3-oxoadipate	PWY-2504	"catechol degradation to 2-hydroxypentadienoate I"" // ""2-hydroxypenta-2,4-dienoate degradation"" // ""anthranilate degradation I (aerobic)"" // ""L-tryptophan degradation I (via anthranilate)"" // ""4-hydroxymandelate degradation"" // ""quinate degradation I"" // ""shikimate degradation I"" // ""protocatechuate degradation II (ortho-cleavage pathway)"" // ""3-oxoadipate degradation"" // ""benzoate degradation I (aerobic)"" // ""mandelate degradation I"" // ""catechol degradation to &beta;-ketoadipate"
starch degradation I	PWY-842	
&iota;-carrageenan degradation	PWY-6822	
nitroglycerin degradation	P201-PWY	
gossypetin metabolism	PWY-7495	
aniline degradation	PWY-6533	
chalcone 2'-<i>O</i>-glucoside biosynthesis	PWY-5339	
superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis	MET-SAM-PWY	"superpathway of L-homoserine and L-methionine biosynthesis"" // ""S-adenosyl-L-methionine biosynthesis"
pinobanksin biosynthesis	PWY-5059	
2,5-xylenol and 3,5-xylenol degradation	PWY-7698	
6'-deoxychalcone metabolism	PWY-5161	
adamantanone degradation	P481-PWY	
pyruvate fermentation to acetate and alanine	PWY-5096	"L-alanine biosynthesis II"" // ""pyruvate fermentation to acetate III"
